iindex,Timestep_0,Day_0,Month_0,Hour_0,Potential_Temperature_0,Mixing_Depth_0,Specific_Humidity_0,Terrain_Altitude_0,Solar_Radiation_0,Latitude_0,Longitude_0,AltP_meters_0,Temperature_C_0,DateTime_0,Timestep_-24,Day_-24,Month_-24,Hour_-24,Potential_Temperature_-24,Mixing_Depth_-24,Specific_Humidity_-24,Terrain_Altitude_-24,Solar_Radiation_-24,Latitude_-24,Longitude_-24,AltP_meters_-24,Temperature_C_-24,Cumulative_Dist_-24,bearings_from_origin_-24,DateTime_-24,DateTime,Year,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,Methane (ppm),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E_B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E_MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS)
2637,0,26,6,19,303.3,729.7,8,169.7,581.4,36.283,-120.25,556,24.15,6/26/2018 19:00,-24,25,6,19,306.4,506.5,5.3,135.1,482.6,37.289,-121.904,1203.1,21.15,195020.0062,-0.912673352,6/25/2018 19:00,6/26/2018 19:40,2018,19:40:34,43277.81944,43277.81984,36.28333333,-120.25,1824,555.9552,1.919,191.9,104,,541,,,516.6,231.9,75.9,16.27,3.819,3.224,54.5,111.5,281,25.13,28.01,20.24,2.066,81.8,76.9,0.34,2,549,8.43,1.055,0.743,0.934,0.495,1.355,,19.71,7.53,2.894,4.998,0.648,4.311,2.787,1.836,2.457,1084,43,116,423,8,83,161,12,,,,77,40,,,,,,,,,,11,,,,,,3,13,7,,,,,,6,7,,,16,,,27,10,,,,,,,,,,,,,,
2638,0,26,6,19,302.7,729.4,8.3,161.2,581,36.333,-120.217,441,24.75,6/26/2018 19:00,-24,25,6,19,306.2,501.4,5.4,132.3,478,37.308,-121.946,1184.5,21.15,197572.8834,-0.948100095,6/25/2018 19:00,6/26/2018 19:41,2018,19:41:35,43277.82014,43277.82054,36.33333333,-120.2166667,1447,441.0456,1.938,193.8,117,,545,0.7,,508.9,221.8,73.9,16.74,3.829,3.811,62.9,116.6,280,24.36,27.8,23.19,2.059,82.2,94.5,0.48,2.36,521,7.92,1.215,0.867,1.048,0.575,1.573,,21.69,9.377,3.477,6.361,1.164,6.661,3.671,2.533,3.275,1148,50,123,797,15,168,383,14,,,,105,67,,,,,,,,,,14,6,,,,,,17,9,,,,,,4,6,,5,25,,,29,12,,,,,,,,,,,,,,
2639,0,26,6,19,302.2,695.3,8.1,144.6,580.3,36.533,-120.2,398.7,24.75,6/26/2018 19:00,-24,25,6,19,305.9,440.1,5,81.9,459,37.727,-122.248,1140,21.75,232993.0026,-0.928668969,6/25/2018 19:00,6/26/2018 19:42,2018,19:42:34,43277.82083,43277.82123,36.53333333,-120.2,1308,398.6784,1.948,194.8,129,,549,0.7,,504.6,229.6,74.2,16.66,3.579,3.708,59,118.8,280,24.18,30.72,22.62,2.251,82.6,86,0.36,2.05,528,8.05,1.169,0.771,0.623,0.385,1.459,,21.07,8.597,3.11,6.081,0.966,4.76,3.132,2.144,2.821,1085,42,125,579,6,128,221,13,4,,,94,58,,,,,,,,,,15,8,,,,,3,18,11,,,,,,,10,,7,18,,,31,12,,,,,,,,,,,,,,
2640,0,26,6,19,302.3,708.1,8.2,149.3,580.5,36.467,-120.2,400.8,24.85,6/26/2018 19:00,-24,25,6,19,306.2,481.7,5.2,102.8,464.7,37.57,-122.107,1161.1,21.55,217403.6558,-0.933908355,6/25/2018 19:00,6/26/2018 19:43,2018,19:43:33,43277.82153,43277.82191,36.46666667,-120.2,1315,400.812,1.955,195.5,106,,538,,,506.6,235.5,72.9,16.66,3.838,3.605,60.6,112.3,279,25.1,29.67,24.43,2.347,85.5,85.9,0.54,2.35,548,8.56,1.011,0.788,0.801,0.537,1.594,,25.25,8.621,3.101,5.045,0.493,3.372,2.269,1.589,2.318,991,50,119,320,11,43,76,9,,,,58,25,,,,,,,,,,9,9,,8,,,4,13,7,,,,,,3,8,,,13,,,32,15,,,,,,,,,,,,,,
2641,0,26,6,19,302.2,695.3,8.1,144.6,580.3,36.533,-120.2,397.8,24.75,6/26/2018 19:00,-24,25,6,19,305.9,439.8,5,81.9,459,37.727,-122.248,1139.8,21.75,232989.252,-0.928668969,6/25/2018 19:00,6/26/2018 19:44,2018,19:44:31,43277.82222,43277.82258,36.53333333,-120.2,1305,397.764,1.946,194.6,129,,656,1,,517.4,230.7,76.6,16.2,4.228,3.695,72.6,116.8,286,24.9,28.64,23.55,2.178,82.4,82.3,0.58,2.29,573,10.31,1.257,0.79,0.818,0.401,1.12,,21.11,7.427,2.887,5.411,0.862,2.907,1.918,1.395,2.274,1026,110,141,317,28,34,57,9,,,,61,27,,10,,,,,,,,11,7,,,,,,12,7,,,,,,4,16,,,17,,,32,16,,,,,,,,,,,,,,
2642,0,26,6,19,302,691,8.2,132.9,579.5,36.6,-120.15,403.9,24.65,6/26/2018 19:00,-24,25,6,19,305.7,390.6,4.7,65,455.1,37.872,-122.391,1124.2,21.85,249854.7295,-0.939675986,6/25/2018 19:00,6/26/2018 19:45,2018,19:45:34,43277.82292,43277.82331,36.6,-120.15,1325,403.86,2.041,204.1,95,,554,1.5,,509.4,231.3,72.8,16.28,3.615,3.569,80.6,117.7,281,26.09,33.02,23.52,2.189,82.2,96.7,0.44,2.23,525,7.79,1.316,0.807,0.684,0.364,1.393,,23.68,8.443,2.987,5.092,0.538,2.997,2.117,1.436,2.465,1007,46,122,377,6,44,59,8,,,,56,22,,,,,,,,,,8,7,,,,,,10,5,,,,,,,10,,,9,,,24,14,,,,,,,,,,,,,,
2643,0,26,6,19,301.9,679.7,8.2,126,579,36.667,-120.133,417.6,24.45,6/26/2018 19:00,-24,25,6,19,305.6,320.9,4.3,54.6,454.6,38.021,-122.582,1119.1,21.95,268957.6139,-0.950254801,6/25/2018 19:00,6/26/2018 19:46,2018,19:46:35,43277.82361,43277.82402,36.66666667,-120.1333333,1370,417.576,1.971,197.1,101,,542,0.6,,506.9,241.4,73.1,16.66,3.684,3.623,58.1,113.6,279,23.94,31.35,22.69,2.117,81.9,93.5,0.43,2.03,524,8.3,1.076,0.832,0.656,0.359,1.372,,23.31,7.965,3.043,4.758,0.728,2.61,2.023,1.365,2.08,1024,34,115,291,,29,46,9,,,,44,19,,6,,,,,,,,5,3,,5,,,,12,5,,,,,,4,8,,,10,,,24,11,,,,,,,,,,,,,,
2644,0,26,6,19,301.7,669.7,8.3,116.9,578.3,36.733,-120.1,421.5,24.35,6/26/2018 19:00,-24,25,6,19,305.8,298.7,3.8,96.8,469.2,38.165,-122.783,1118.5,21.75,289554.1641,-0.964765045,6/25/2018 19:00,6/26/2018 19:47,2018,19:47:34,43277.82431,43277.8247,36.73333333,-120.1,1383,421.5384,1.99,199,96,,549,0.9,,514.2,231,78.1,16.41,3.761,3.811,61.9,113.8,288,25.23,28.95,23.29,2.147,82.4,83.4,0.43,2.18,547,7.66,0.912,0.868,0.624,0.331,1.171,,22.18,6.969,2.728,4.698,0.639,2.613,1.923,1.205,2.009,973,40,119,284,13,31,43,8,,,,45,21,,11,,,,,,,,6,6,,,,,11,8,5,,,,,,,12,,,9,,,24,11,,,,,,,,,,,,,,
2645,0,26,6,19,301.5,656.6,8.3,110.1,577.8,36.8,-120.083,419.1,24.25,6/26/2018 19:00,-24,25,6,19,306.4,298.2,3.2,169,485.1,38.309,-123.009,1127.3,21.45,311652.1602,-0.978596082,6/25/2018 19:00,6/26/2018 19:48,2018,19:48:36,43277.825,43277.82542,36.8,-120.0833333,1375,419.1,2.07,207,92,,562,2.5,,509.9,243.2,74.1,16.69,3.619,3.484,55.8,115,282,23.99,32.1,23.45,2.23,82.5,96.9,0.37,2.01,509,7.53,0.413,0.778,0.636,0.293,1.175,,24.6,7.723,2.802,4.366,0.637,2.545,1.801,1.232,1.883,998,45,120,302,7,23,39,9,,,,44,32,,21,,,,,,,,12,,,,,,,10,5,,,,,,,4,,,9,,,27,13,,,,,,,,,,,,,,
2646,0,26,6,19,301.3,644.2,8.3,101.3,577,36.867,-120.05,418.5,24.15,6/26/2018 19:00,-24,25,6,19,306.2,352,3.1,185.5,498.4,38.396,-123.126,1121.7,21.15,323762.3627,-0.994017583,6/25/2018 19:00,6/26/2018 19:49,2018,19:49:35,43277.82569,43277.8261,36.86666667,-120.05,1373,418.4904,2.083,208.3,104,,523,1.6,,513.8,237,76,16.21,3.89,4.052,53.6,112.4,282,24.97,28.47,21.52,2.182,82.1,87.2,0.38,2.08,552,7.66,0.889,0.774,0.585,0.29,1.24,,23.37,7.488,2.955,4.008,0.611,2.535,1.896,1.27,1.898,1007,46,124,330,10,28,45,8,,,,58,21,,10,,,,,,,,11,9,,,,,4,14,6,,,,,,3,8,,,12,,,26,13,,,,,,,,,,,,,,
2647,0,26,6,19,301.2,635.7,8.5,91.5,575.9,36.917,-120,415.4,24.15,6/26/2018 19:00,-24,25,6,19,305.9,336,3.4,190.7,494.1,38.373,-123.052,1083,21.25,317285.0178,-1.012387628,6/25/2018 19:00,6/26/2018 19:50,2018,19:50:35,43277.82639,43277.82679,36.91666667,-120,1363,415.4424,2.137,213.7,103,,545,1.4,,507.3,222.8,73.2,16.24,3.823,3.448,80.8,122.8,287,25.72,31.07,22.99,2.103,82,86.7,0.42,2.23,545,8.3,0.844,0.695,0.646,0.299,1.118,,22.81,6.34,2.581,4.865,0.554,2.725,1.839,1.366,2.304,1070,78,154,1086,28,249,86,14,4,,,124,42,,28,,,,,,,,17,11,,6,,,7,27,15,,,,,,5,20,,4,18,,,33,25,5,8,4,5,,,,,,,,,,
2648,0,26,6,19,316.3,792.8,6.8,2070.1,609.2,36.967,-119,431.6,19.15,6/26/2018 19:00,-24,25,6,19,303.7,683.5,8.5,560,587,37.547,-120.42,259.2,23.45,169793.2213,-1.089184306,6/25/2018 19:00,6/26/2018 19:51,2018,19:51:35,43277.82708,43277.82749,36.96666667,-119,1416,431.5968,2.141,214.1,106,,546,1.9,,511.1,227.2,74.9,16.14,3.667,3.768,69.8,122.8,284,25.18,28.17,22.71,2.278,82.4,92.4,0.36,2.24,539,7.79,0.391,0.722,0.522,0.272,1.193,,21.84,6.247,2.728,4.867,0.527,2.816,2.06,1.411,2.575,1047,67,153,474,13,37,73,16,,,,96,35,,12,,,,,,,,11,8,,6,5,,5,19,11,,,,,4,6,19,,,18,,,32,25,4,5,,3,,,,,,,,,,
2649,0,26,6,19,306.6,642.8,7.2,380.2,580.5,37.017,-119.867,933.3,21.55,6/26/2018 19:00,-24,25,6,19,308,636.9,4.9,167.2,560.7,37.26,-121.138,1275.1,21.65,142178.3585,-1.328724031,6/25/2018 19:00,6/26/2018 19:52,2018,19:52:36,43277.82778,43277.82819,37.01666667,-119.8666667,3062,933.2976,1.965,196.5,130,,536,,,510.7,234.4,73.4,16.28,3.749,4.361,62,115.3,290,25.41,29.38,22.07,2.177,82.4,83.8,0.48,2.1,563,8.05,0.827,0.822,0.592,0.299,1.08,,23.25,7.696,3.157,4.971,0.473,2.862,2.153,1.366,2.275,998,48,175,348,8,31,51,,,,,52,19,4,14,,,,,,,,6,,,5,,,,9,5,,,,,,,9,,,9,,,35,12,,,,,,,,,,,,,,
2650,0,26,6,19,310.6,672.4,5.7,561.1,584,37.083,-119.817,1341.1,19.65,6/26/2018 19:00,-24,25,6,19,309.7,677.3,4.6,287.5,579.5,37.236,-120.554,1360.3,21.25,87088.2627,-1.312089019,6/25/2018 19:00,6/26/2018 19:53,2018,19:53:38,43277.82847,43277.82891,37.08333333,-119.8166667,4400,1341.12,1.938,193.8,137,,555,,,504.3,236.2,77,16.37,3.716,3.327,56.7,110,285,24.88,32.19,22.81,2.179,82.2,85.4,0.34,2.06,547,7.44,1.067,0.833,0.696,0.363,1.26,,25.22,7.591,3.096,5.13,0.905,3.021,2.079,1.289,2.043,1063,47,181,334,7,31,55,7,,,,37,15,,5,,,,,,,,,,,,,,,5,3,,,,,,,9,,,,,,38,9,,,,,,,,,,,,,,
2651,0,26,6,19,317.6,805.5,2.9,1115.9,595.1,37.233,-119.6,2248.5,11.85,6/26/2018 19:00,-24,25,6,19,311.4,665.7,3.8,183,574.4,37.197,-120.998,1644.2,21.15,135592.0894,-1.595740164,6/25/2018 19:00,6/26/2018 19:56,2018,19:56:40,43277.83056,43277.83102,37.23333333,-119.6,7377,2248.5096,1.898,189.8,102,,580,,,506.9,225.1,73,16.75,4.088,3.273,31.6,101.2,286,25.15,28.17,21.68,2.114,83.1,111.4,0.57,2.18,554,9.2,0.097,0.776,0.438,0.215,0.527,,30.38,6.837,2.04,3.171,0.348,1.611,0.821,0.703,0.56,805,14,82,114,17,5,14,7,4,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,18,,,9,,,19,,,,,,,,,,,,,,,
2652,0,26,6,19,324.6,1002.2,0.5,1583.4,605.5,37.383,-119.383,3770.7,-1.45,6/26/2018 19:00,-24,25,6,19,322.1,837.2,0.8,232.6,584.3,35.889,-119.604,4519.3,2.25,201442.8235,-3.022289721,6/25/2018 19:00,6/26/2018 19:59,2018,19:59:55,43277.83264,43277.83328,37.38333333,-119.3833333,12371,3770.6808,1.868,186.8,77,,564,,,511.1,243.2,73.3,16.16,3.985,3.285,14,96.8,267,24.72,29.44,16.8,1.965,82.1,76,0.16,1.36,579,7.79,0.055,0.64,0.296,0.149,0.411,,24.53,3.818,1.253,1.305,0.163,0.67,0.423,0.32,0.275,605,12,61,72,4,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,13,,,,,,,,,,,,,,,
2653,0,26,6,20,328.2,1608.8,0.2,2030,815.2,37.533,-119.117,4346.1,-8.55,6/26/2018 20:00,-24,25,6,20,324.5,716.3,0.5,228.8,763,36.67,-121.117,5419.6,-4.45,217244.6543,-2.056142905,6/25/2018 20:00,6/26/2018 20:02,2018,20:02:49,43277.83472,43277.83529,37.53333333,-119.1166667,14259,4346.1432,1.874,187.4,86,,587,,,508.5,238.8,73.2,16.24,4.09,3.279,35.3,92.9,270,24.38,28.11,17.44,2.014,82.1,87.8,0.38,1.48,611,9.97,0.145,0.712,0.638,0.429,0.557,,22.88,4.736,1.128,1.492,0.291,0.708,0.453,0.53,0.421,668,128,92,95,67,4,16,15,,,,5,6,3,17,,,,,,,,,,5,7,,,,,,,,,,,,9,,,,,,44,17,,3,,,,,,,,,,,,
2654,0,26,6,20,329.3,1856.8,0.2,2160.2,821.3,37.617,-118.917,4586.6,-11.25,6/26/2018 20:00,-24,25,6,20,324.7,408.2,0.4,120,716.6,37.048,-122.185,5612.2,-5.15,302041.6064,-1.769012117,6/25/2018 20:00,6/26/2018 20:04,2018,20:04:45,43277.83611,43277.83663,37.61666667,-118.9166667,15048,4586.6304,1.906,190.6,272,,576,0.6,,511.7,225.9,73.1,16.3,3.956,3.273,33,103.1,279,24.96,26.82,19,2.096,83.4,87.3,0.43,1.78,607,9.07,0.24,0.76,0.456,0.227,0.648,,25.62,6.487,1.969,2.771,0.534,1.564,0.888,0.63,0.762,2305,1260,409,508,411,28,87,9,66,4,4,17,27,10,98,,,,,,,,15,6,,12,3,,,4,,,,,,,,13,,,26,,,320,104,14,25,11,9,,5,5,5,5,3,7,8,13,13
2655,0,26,6,20,329,1667.1,0.2,2161.2,817.9,37.517,-119.017,4459.5,-10.25,6/26/2018 20:00,-24,25,6,20,324.7,624.4,0.5,186.5,745.3,36.812,-121.414,5545.9,-5.05,237985.6159,-1.911675192,6/25/2018 20:00,6/26/2018 20:06,2018,20:06:38,43277.8375,43277.83794,37.51666667,-119.0166667,14631,4459.5288,1.857,185.7,,,565,,,511.9,245.6,74.8,16.66,4.058,3.291,9.4,93.9,263,23.34,29.3,15.29,1.885,82.3,85.6,0.29,1.28,569,8.05,0.047,0.776,0.325,0.141,0.331,,22.45,3.841,1.081,0.672,0.145,0.465,0.145,0.283,0.169,501,41,50,42,21,,7,6,5,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,
2656,0,26,6,20,323.7,1231.9,0.7,1606.1,803,37.333,-119.35,3486.9,0.25,6/26/2018 20:00,-24,25,6,20,320.5,951,1.3,315.6,783.8,36.109,-119.386,3852.8,6.65,168757.9427,-3.117833526,6/25/2018 20:00,6/26/2018 20:09,2018,20:10:08,43277.83993,43277.84037,37.33333333,-119.35,11440,3486.912,1.908,190.8,68,,586,,,506.7,229.3,74.3,16.72,3.748,3.269,30.2,105.4,282,23.9,26.44,18.86,2.163,84.8,76.4,0.3,1.75,532,9.41,0.267,1.288,0.327,0.201,0.474,,23.9,4.515,1.665,2.424,0.243,1.25,0.802,0.455,,743,18,96,133,5,10,17,5,4,,,12,6,,5,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,18,4,,,,,,,,,,,3,5,,
2657,0,26,6,20,320.2,1064.6,1.9,1305.8,795.4,37.217,-119.483,2749.6,7.35,6/26/2018 20:00,-24,25,6,20,314.1,839.5,3.5,334.7,777.6,37.251,-120.411,1994.9,18.75,99547.07413,-1.51991197,6/25/2018 20:00,6/26/2018 20:11,2018,20:12:03,43277.84132,43277.8417,37.21666667,-119.4833333,9021,2749.6008,1.89,189,86,,549,,,505.7,226.3,71,16.55,3.477,3.257,29.9,104.4,269,23.74,26.36,16.6,1.887,80.3,49.7,0.18,1.55,495,7.17,0.163,1.113,0.343,0.192,0.46,,21.08,3.965,1.505,1.837,0.205,0.934,0.549,0.37,,721,8,95,86,,8,18,7,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,17,,,,,,,,,,,,,,,
2658,0,26,6,20,316,932.9,3.9,1012.8,788,37.083,-119.583,1932.4,14.45,6/26/2018 20:00,-24,25,6,20,311.3,848.3,4.3,383.4,779.4,37.257,-120.257,1485.7,20.65,69146.20467,-1.2539394,6/25/2018 20:00,6/26/2018 20:13,2018,20:14:00,43277.84271,43277.84306,37.08333333,-119.5833333,6340,1932.432,1.948,194.8,90,,569,,,512,239.1,71.6,16.29,3.811,3.555,55.3,121.3,278,23.94,31.37,20.48,2.122,82.2,59.2,0.39,2.03,521,8.13,0.747,1.371,0.498,0.28,0.842,,21.92,7.071,2.843,4.337,0.5,2.561,1.798,1.02,,1041,67,154,318,19,30,42,7,4,,,31,15,,22,,,,,,,,4,,,,,,,8,4,,,,,,,7,,,8,,,30,10,,7,,3,,3,,4,4,,4,5,,
2659,0,26,6,20,311.2,914.6,6.4,1075.6,789.5,36.867,-119.45,960.7,18.85,6/26/2018 20:00,-24,25,6,20,308.4,822.1,5.1,296.9,776.1,37.369,-120.693,1222.2,21.25,143165.6083,-1.095451869,6/25/2018 20:00,6/26/2018 20:16,2018,20:16:56,43277.84479,43277.84509,36.86666667,-119.45,3152,960.7296,1.961,196.1,131,,557,,,507.3,226.1,71.1,16.02,3.295,3.987,80.7,142.6,291,23.15,28.56,23.09,2.289,84.1,80.5,0.61,3.64,502,8.49,0.833,1.451,0.49,0.288,1.141,,23.19,6.296,3.443,7.774,1.084,4.458,3.231,2.18,,1111,67,306,741,12,63,78,13,,,,99,34,,39,,,,,,,,15,7,,,,,4,15,10,,,,,4,5,15,,4,13,,,42,23,5,,,,,,,,,,,,,
2660,0,26,6,20,309.6,940.5,7.7,1008.8,790.4,36.667,-119.35,557.2,21.85,6/26/2018 20:00,-24,25,6,20,304.6,616.5,5.7,98.7,728.4,37.771,-121.788,1034.4,21.35,254585.2162,-1.040950572,6/25/2018 20:00,6/26/2018 20:19,2018,20:19:54,43277.84688,43277.84715,36.66666667,-119.35,1828,557.1744,1.955,195.5,127,,552,,,509.2,227,71,16.65,3.932,4.281,92.5,132.2,283,22.36,29.08,21.47,2.113,83.1,52.2,0.48,3.2,475,47.7,0.921,1.644,0.704,0.445,1.434,,21.42,7.638,3.501,6.653,0.951,4.219,3.11,1.999,,1063,46,164,516,8,52,73,11,,,,73,34,,11,,,,,,,,11,4,,7,,,3,14,8,,,,,,4,14,,,10,,,33,16,3,4,,,,,,,,,,,,
2661,0,26,6,20,309,948.6,8.1,885.1,789.3,36.55,-119.333,478.8,23.25,6/26/2018 20:00,-24,25,6,20,304.7,582.7,5.6,105.1,721.9,37.7,-121.913,1044.6,21.35,266129.4375,-1.047524996,6/25/2018 20:00,6/26/2018 20:21,2018,20:21:53,43277.84826,43277.84853,36.55,-119.3333333,1571,478.8408,1.972,197.2,97,,572,0.6,,516.5,240.5,72.5,16.04,4.426,3.841,87.1,151.6,285,24.47,31.98,21.57,2.16,82.9,51.4,0.39,2.18,505,12.48,0.835,1.55,0.561,0.323,1.386,,20.1,8.891,3.357,5.816,0.604,3.992,2.764,1.658,,1088,67,169,471,9,56,88,10,,,,112,40,,27,,,,,,,,14,9,,,,,7,27,14,,,,,,6,12,,4,16,,,29,18,3,5,,,,,,,,,,,,
2662,0,26,6,20,307,969.8,8.5,548.8,785,36.367,-119.467,478.2,24.75,6/26/2018 20:00,-24,25,6,20,305.8,589.8,5.4,120.7,730.6,37.512,-121.775,1122.6,21.35,245677.3265,-1.00326335,6/25/2018 20:00,6/26/2018 20:24,2018,20:24:55,43277.85035,43277.85064,36.36666667,-119.4666667,1569,478.2312,2.09,209,115,,586,2.1,,506.9,222.9,70.1,16.72,3.764,3.774,67.7,125.2,282,23.46,27.22,23.17,2.202,84.4,83.5,0.4,2.28,528,9.41,1.1,1.494,0.627,0.367,1.294,,21.83,7.665,3.829,7.371,0.806,4.737,2.792,1.723,,1079,44,142,408,20,51,74,8,3,3,3,57,23,,5,,,,,,,,3,,,,,,,8,6,,,,,,,10,,,9,,,28,13,,,,,,,,,,,,,,
2663,0,26,6,20,305.2,1054.1,9.1,179.4,781.7,35.983,-119.683,380.1,27.55,6/26/2018 20:00,-24,25,6,20,297,464.1,8.5,154.6,720.6,36.428,-121.559,589,17.75,195425.5246,-1.275233257,6/25/2018 20:00,6/26/2018 20:30,2018,20:31:14,43277.85475,43277.85502,35.98333333,-119.6833333,1247,380.0856,1.967,196.7,109,,580,0.6,,516.4,231.3,72.9,16.5,3.348,5.406,98.1,134.6,292,24.68,33.93,20.58,1.968,80.6,52.8,0.81,2.55,527,10.79,1.225,1.597,1.315,0.499,1.539,,17.93,10.684,3.989,7.226,1.006,5.391,3.314,2.022,,1128,32,167,333,9,39,63,8,,,,47,22,,,,,,,,,,4,,,,,,,10,5,,,,,23,5,11,,,7,,,29,8,,,,,,,,,,,,,,
2664,0,26,6,20,305.2,1003,9.2,245.1,783.1,35.867,-119.55,381.9,26.95,6/26/2018 20:00,-24,25,6,20,292.2,329.2,9.6,116.1,696.4,36.07,-121.64,210,17.15,212987.7366,-1.440657255,6/25/2018 20:00,6/26/2018 20:33,2018,20:33:26,43277.85625,43277.85655,35.86666667,-119.55,1253,381.9144,1.956,195.6,132,,574,0.7,,502.5,225.5,72.3,16.6,3.466,5.369,85,125.4,281,22.78,28.17,22.4,2.438,83.9,75.5,0.69,2.58,479,8.19,1.336,1.546,0.968,0.412,1.652,,20.18,8.86,4,7.163,0.896,4.82,3.237,1.983,,1151,43,170,369,7,38,72,9,,,,46,21,,3,,,,,,,,4,,,,,,,8,4,,,,,,5,10,,,7,,,36,10,,,,,,,,,,,,,,
2665,0,26,6,20,305.3,965.9,9.2,285.8,784.3,35.783,-119.433,386.2,26.55,6/26/2018 20:00,-24,25,6,20,293.8,352.7,10.6,136.5,704,35.821,-121.464,38.8,20.15,202029.8268,-1.537364889,6/25/2018 20:00,6/26/2018 20:35,2018,20:35:25,43277.85764,43277.85793,35.78333333,-119.4333333,1267,386.1816,1.967,196.7,135,,567,1.1,,516.8,233.6,72.9,16.57,3.842,5.024,101.5,135.9,291,23.41,28.92,21.49,2.224,82.2,60.6,0.58,2.49,500,8.95,1.224,1.745,0.751,0.439,1.64,,19.87,9.307,4.154,7.367,1.238,5.25,3.418,2.013,,1157,38,175,371,4,40,70,5,,,,44,21,,8,,,,,,,,3,,,,,,,9,5,,,,,,6,7,,,9,,,33,9,,,,,,,,,,,,,,
2666,0,26,6,20,305.4,926.9,9.1,334.3,786.1,35.667,-119.317,380.4,26.15,6/26/2018 20:00,-24,25,6,20,300.4,460.1,13.1,198.3,742.6,35.65,-121.016,0,26.25,161513.4014,-1.574466037,6/25/2018 20:00,6/26/2018 20:37,2018,20:37:27,43277.85903,43277.85934,35.66666667,-119.3166667,1248,380.3904,1.949,194.9,131,,584,,,512.3,244.6,71.8,16.04,3.642,4.34,71.1,126.4,283,24.58,35.17,20.25,2.141,84.8,57.8,0.45,2.45,540,9.41,1.135,1.683,0.67,0.392,1.436,,18.22,9.888,3.773,6.126,1.038,4.511,2.66,1.685,,1030,25,146,304,,34,59,7,,,,37,17,,,,,,,,,,3,,,,,,,8,4,,,,,,,6,,,7,,,25,6,,,,,,,,,,,,,6,
2667,0,26,6,20,306,914.1,8.4,345.7,786.7,35.633,-119.267,689.5,23.75,6/26/2018 20:00,-24,25,6,20,295.9,451.2,9.8,195.4,731.7,35.807,-121.219,119.7,20.75,202938.6704,-1.451505346,6/25/2018 20:00,6/26/2018 20:41,2018,20:41:38,43277.86192,43277.86225,35.63333333,-119.2666667,2262,689.4576,1.926,192.6,107,,576,,,510.9,228.8,71.2,16.7,3.583,4.23,56.8,112.5,279,23.05,26.45,20.09,2.242,84.1,72.8,0.5,2.05,480,8.68,0.947,1.715,0.558,0.328,1.224,,20.86,6.994,3.225,5.381,0.6,3.737,2.627,1.504,,1125,34,147,336,9,41,84,10,,,,38,22,,5,,,,,,,,3,,,,,,,7,5,,,,,,,15,,,11,,,29,7,,,,,,,,,,,,,,
